headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,mandate,"【名/C】命令, 指令 / 委任, 権限付与 / 【名/U】委任統治 / 【動/他】(領土・植民地など) の統治を委任する",/mændeɪt/,25720,The government decided to issue a mandate requiring all citizens to wear face masks in public places during the pandemic.,政府は、パンデミック時に公共の場ですべての国民にフェイスマスクの着用を義務付けることを決定した。,1627598
,,,underwrite,...の費用負担を承諾する / (文書など)に署名する / (株式・債券など)を引き受ける,/ʌndərˈraɪt/,45069,The bank underwrote the loan.,銀行はローンを担保した。,1625428
,,,disposition,"〈U/C〉人の)気質,性質 / 〈C〉(…する)傾向,(…したい)気持ち / 〈U〉配置,配列([[arrangement]]) / 〈U〉(物事の最終的な)処理,処置, 決着 / 〈U〉(物件などの)処分,譲渡,売却; 使用権,自由裁量権",/dɪsˌpəˈzɪʃən/,12300,Her cheerful disposition always brightens up the room.,彼女の陽気な性格はいつも部屋を明るくします。,2997711
,,,lifetime,"〈C〉生涯, 一生",/ˈlaɪfˌtaɪm/,24466,The memories we create last a lifetime.,私たちが作り出す思い出は一生続く。,3000854
,,,rigid,"【形】固い, 厳格な/硬い,柔軟性のない",/ˈrɪdʒɪd/,36189,The metal rod is rigid and cannot be bent.,金属の棒は固くて曲げることができません。,3003887
,,,sensitivity,"敏感,(生理的な)感受性  / 感度,度光度",/sɛnˈsɪtɪvəti/,38107,She has a high sensitivity to noise.,彼女は騒音に対して高い敏感さを持っています。,3004346
,,,takeover,"(管理・支配などの)奮取,接収;(特に会社などの)乗っ取り",/ˈteɪkˌoʊvər/,42410,The company announced a takeover of its competitor.,同社は競合他社の買収を発表した。,1648338
,,,deliberate,"故意に, 慎重な / よく考えた, 意図的な",/dɪˈlɪbərət/,11227,He made a deliberate decision to quit his job.,彼は故意に仕事を辞める決断をした。,2997419
,,,adverse,"反対の,逆の,敵意を持つ  / 逆方向の / 有害な",/ædˈvɜːrs/,628,He experienced an adverse reaction to the medicine.,彼はその薬に対して副作用を経験しました。,1627167
,,,discriminate,〈自〉《...に対して》 差別待遇する 《against ...》 / 《...間の》 差異を見分ける《between ...》 〈他〉AとBを見分ける《A from B》 / 区別する，弁別する,/dɪˈskrɪmɪneɪt/,12129,It is important to treat everyone equally and not discriminate based on their race or gender.,人種や性別に基づいて差別することなく、みんなを平等に扱うことが重要です。,2997667
,,,inspection,"調査, 検査",/ɪnˈspɛkʃən/,22076,The inspection of the building revealed several safety violations.,建物の調査でいくつかの安全違反が明らかになりました。,3000257
,,,repertoire,"上演目録,演奏曲目,レパートリー",/rɛpərˈtwɑr/,35653,She has a wide repertoire of songs.,彼女は幅広い曲目のレパートリーを持っています。,1645950
,,,exert,"《...に》(威力など)を発揮する 《on ...》 / 《...に》 (感化など) を及ぼす 《on ...》 / 使う, 行使する",/ɪɡˈzɜːrt/,14732,She exerted all her energy to finish the race.,彼女はレースを終えるために全力を尽くした。,1628302
,,,interfere,"《...に》干渉する《in, with ...》 / 《仕事・状況などの》 妨げとなる《with ...》/ 妨害する, 邪魔する",/ˌɪn.tərˈfɪər/,22246,I don't want to interfere in their personal matters.,私は彼らの個人的な問題に干渉したくない。,3000311
,,,vulnerable,"傷つきやすい, もろい, 弱い, 脆弱な / 攻撃を受けやすい、かかりやすい",/ˈvʌlnərəbəl/,46499,She is a vulnerable person.,彼女は傷つきやすい人です。,3006512
,,,defect,"【名】障害, 欠点, 欠乏, 欠陥",/dɪˈfɛkt/,11111,There is a defect in the product.,製品に欠陥があります。,2997390
,,,render,"《render+名〈目〉+形〈補〉》…‘を'(…の状態に)する)make)  / …‘を'行う,果たす  / (…に対して)…‘を'返す《+名+for+名》  / '‘を'公式に宣言する,言い渡す  / (…に)〈計算書など〉‘を'提出する,送付する《+名+to+名》  / (文章や絵画で)…‘を'表現する  / (…に)…‘を'翻訳する(translate)《+名+into+名》  / ‘を'演奏する,演ずる(perform)  / 〈脂肪など〉‘を'溶かす,溶かして精製する《+名+down,+down+名》",/ˈrɛndər/,35592,The artist used vibrant colors to render the scene more realistic.,芸術家は鮮やかな色を使って、シーンをよりリアルに描写しました。,3003717
,,,secular,"世俗的な,現世の, 宗教に関係のない / (聖職者が)修道院に住まない,修道会に所属しない",/'sɛkjʊlər/,37826,He has a secular view of life.,彼は人生に対して世俗的な見方を持っている。,1628888
,,,denote,を示す / を意味する / の記号である,/dɪˈnoʊt/,11378,The red color denotes danger.,赤色は危険を示す。,2997454
,,,impact,"〈U〉〈C〉(…の…に対する)衝突,衝撃《+of+名+against(on,upon,with)+名》  / 〈C〉(…の…に対する)影響(influence)影響力《+of+名+on(upon, against)+名》 / 他動 / 〔～に〕影響を与える［及ぼす］ / 〔～を〕詰め込む / 〔～に〕激突する / 自動 / 影響を与える［及ぼす］ / 激突する",/ˈɪmpækt/,21137,The earthquake had a significant impact on the city.,地震は市に大きな衝撃を与えました。,3000009
,,,query,"〈C〉質問, 疑問 / 疑問符",/'kwɪəri/,34391,I have a query about the new product.,新製品についての質問があります。,3003338
,,,plague,"〈C〉〈U〉(死亡率の高い) 疾病 / 《the ~》ペスト / 《...の》災い, 災難《of ...》 / 《話》やっかいな人, 悩みの種 / 〈他〉《...で》を悩ます《with ...》",/pleɪɡ/,32106,"The plague swept through the city, causing widespread panic.",ペストが市内に広がり、広範なパニックを引き起こしました。,3002827
,,,explicitly,"【副】明示的に；明白に,はっきりと,あからさまに.",/ɪkˈsplɪsɪtli/,48303,She explicitly stated her opinion during the meeting.,彼女は会議中に明示的に自分の意見を述べました。,1638368
,,,projection,"〈C〉見積もり, 予測 / 〈U〉〈C〉突き出ること, 突起 /  投影すること, 投影図 / 〈U〉発射 / 発声",/prəˈdʒɛkʃən/,33586,The projection on the wall was clear and vivid.,壁に映し出された投影ははっきりと鮮明でした。,1628487
,,,chancellor,"〈C〉(西独・オーストリアなどの)首相  /  (アメリカのいくつかの大学で)総長,学長 / 各種の高官の称号",/ˈtʃænsələr/,7008,The chancellor is responsible for leading the government.,首相は政府を指導する責任があります。,3009332
,,,script,"〈U〉手書き, 筆記体 / 筆記活字 / 〈U〉〈C〉(ある言語の)文字, (alphabetなどの)文字体系 / 〈C〉台本, 脚本",/skrɪpt/,37590,The actor memorized the script for the play.,俳優は演劇の台本を暗記しました。,3004183
,,,elaborate,【動詞】詳しく説明する、ものを精巧に作る 【形容詞】精巧な、入念な,/ɪˈlæbəreɪt/,13571,Could you please elaborate on your idea?,あなたのアイデアについて詳しく説明していただけますか？,2998055
,,,vague,"(言葉・意味などが)はっきりしない,あいまいな  / (考え・感じなどが)ばく然としている,ぼんやりした  / (形・姿などが)ぼやけた,はっきりしない  / 《名詞の前にのみ用いて》《通例最上級で》《話》ほんのわずかの,かすかな",/veɪɡ/,45782,Her explanation was vague and unclear.,彼女の説明は曖昧で分かりにくかった。,3006347
,,,concede,"（譲歩して）...を真実と認める《that ...》 ；《A（権利など》を《B（人）》に与える《A to B》《B A》  / 《...に》譲歩する《to ...》/ 敗北を認める,（しぶしぶ）認める",/kənˈsiːd/,8769,He finally conceded defeat and congratulated his opponent.,彼はついに敗北を認め、相手を祝福した。,3009741
,,,interact,"《...と》相互に作用する, 影響し合う, 交流する《with ...》",/ɪntərˈækt/,22209,I love to interact with people from different cultures.,私は異なる文化の人々と交流するのが好きです。,1640104
,,,empirical,"経験的な, 経験を基礎とする / 実証的な, 実験に基づいた",/ɪmˈpɪrɪkəl/,13854,,,
,,,qualitative,"(量でなく)質的な,性質上の,質にかかわる,定性的な",/kwɒlɪˈteɪtɪv/,34325,The researcher conducted a qualitative study to gather in-depth information.,研究者は詳細な情報を集めるために質的な研究を行った。,1628562
,,,retrieve,"【動/他】《...から》を取り戻す, を回収する《from ...》 / 〈罪など〉を償う,〈誤りなど〉を訂正する / 〈猟犬が〉〈獲物〉を捜して持って来る",/rɪˈtriːv/,35931,The police managed to retrieve the stolen goods.,警察は盗まれた商品を取り戻すことに成功しました。,1665364
,,,entail,"…を必然的に伴う / 《…に》〈損失・労力・出費など〉を負わせる, を課する《on, for ...》 / 《…に》〈土地〉を限嗣相続させる《on, upon ...》",/ɪnˈteɪl/,14096,The decision to move to a new city entails leaving behind friends and family.,新しい街に引っ越すという決断は、友人や家族を必然的に置き去りにすることを伴います。,2998181
,,,forge,"【動/自】ぐんぐん前に出る,どんどん進む、【動/他】〔金属を〕鍛造する、プレスする",/fɔːrdʒ/,16616,He used a hammer to forge the metal into a sword.,彼は金属を剣に鍛えるためにハンマーを使った。,1658917
,,,terror,"〈U/C〉(身に迫る) 恐怖 / 〈C〉恐ろしい人(物・事) / 《話》やっかいな人,手に負えない物 / 〈U〉テロ",/'tɛrər/,42911,The terror of the unknown kept her awake at night.,未知の恐怖が彼女を夜眠れなくさせた。,3005616
,,,successor,"【名/C】《...の》後任者, 継承者, 相続人《to ...》 / 《...に》取って代わる者《to ...》",/səkˈsɛsər/,41607,He is the successor to the company.,彼はその会社の後継者です。,1654185
,,,bundle,"【名/C】《…の》束, 包み《of ...》 / 【動/他】を包みにする, を束にする",/'bʌndəl/,5576,I bought a bundle of flowers for my mother's birthday.,私は母の誕生日に花束を買いました。,3009107
,,,deploy,"【動/他】を配置する, を配備する / を活用する / を作動する / 【動/自】(部隊などが)配置につく / 作動する",/dɪˈplɔɪ/,11439,We need to deploy the new software update.,新しいソフトウェアのアップデートを展開する必要があります。,1651131
,,,intervene,"《...に》干渉する,介入する《in ...》 / 《...の間を》 仲裁に入る《between》 / じゃまに入る / 間に起こる《between》  / ...と言って口をはさむ",/ˌɪntərˈviːn/,22363,The teacher decided to intervene in the argument between the students.,先生は生徒たちの口論に干渉することを決めた。,3000331
